,title,review_n,review,review_date,likes_n,title_category,review_year,review_month,sentiment,sentiment_cat
467,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,설명을 잘해주다 ,2020. 4. 9.,7815,레진,2020,4,good,pos_content
469,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,설명을 잘해주다 ,2020. 3. 31.,7815,레진,2020,3,good,pos_content
470,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,설명을 자다 사다 ,2020. 3. 28.,7815,레진,2020,3,good,pos_content
474,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,따르다 쉬다 재밌다,2020. 3. 2.,7815,레진,2020,3,good,pos_etc_prefer
475,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,집중하다 수있다 재밌다강의예요 ,2020. 3. 1.,7815,레진,2020,3,good,pos_content
476,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,알아듣다 쉬다 설명해주다 좋다,2020. 2. 28.,7815,레진,2020,2,good,pos_content
478,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,자세하다설명이 좋다,2020. 2. 11.,7815,레진,2020,2,good,pos_content
479,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,자세하다설명해주다 좋다,2020. 1. 8.,7815,레진,2020,1,good,pos_content
481,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,구체적인 설명이 좋다,2020. 1. 5.,7815,레진,2020,1,good,pos_content
482,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,쉬다 재밌다,2020. 1. 4.,7815,레진,2020,1,good,pos_etc_prefer
484,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,차분하다하다 자세하다설명좋다,2020. 1. 1.,7815,레진,2020,1,good,pos_content
485,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,설명이 쉽다,2019. 12. 21.,7815,레진,2019,12,good,pos_content
489,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,차근차근 설명해주다 좋다,2019. 12. 11.,7815,레진,2019,12,good,pos_content
490,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,쉬다 설다 해주다 좋다,2019. 12. 4.,7815,레진,2019,12,good,pos_etc_prefer
491,쪼만한마을의 레진 공예 기초부터 민간자격증 발급까지,1323,설명을 자다 주다 ,2019. 12. 3.,7815,레진,2019,12,good,pos_content
493,지금 누구나 집에서 시작할 수 있는 금속공예 주얼리 은세공,63,재료 준비해주다 것들도 섬세하다수업도 초보자인 제가 따라가다 어렵다않다 차분하다 꼼꼼하다진행하다 주다 즐겁다배우다 있다,2021. 4. 17.,848,금속,2021,4,sorry,neg_material
494,지금 누구나 집에서 시작할 수 있는 금속공예 주얼리 은세공,63,재료 준비해주다 것들도 섬세하다수업도 초보자인 제가 따라가다 어렵다않다 차분하다 꼼꼼하다진행하다 주다 즐겁다배우다 있다,2021. 4. 14.,848,금속,2021,4,sorry,neg_material
495,지금 누구나 집에서 시작할 수 있는 금속공예 주얼리 은세공,63,재료 준비해주다 것들도 섬세하다수업도 초보자인 제가 따라가다 어렵다않다 차분하다 꼼꼼하다진행하다 주다 즐겁다배우다 있다,2021. 4. 12.,848,금속,2021,4,sorry,neg_material
496,지금 누구나 집에서 시작할 수 있는 금속공예 주얼리 은세공,63,영상의 속도 반복자세하다보여주다 구도들이 진도를 따라가다 너무 좋다,2021. 1. 30.,848,금속,2021,1,good,pos_content
497,지금 누구나 집에서 시작할 수 있는 금속공예 주얼리 은세공,63,안정되다 수업 진행 및 각종 도구사용법으로 생 초보자인 나다 천천히 그리고쉬다 따르다 하다 수있다강의,2021. 1. 4.,848,금속,2021,1,good,pos_content
498,지금 누구나 집에서 시작할 수 있는 금속공예 주얼리 은세공,63,안정되다 수업 진행 및 각종 도구사용법으로 생 초보자인 나다 천천히 그리고쉬다 따르다 하다 수있다강의,2021. 1. 3.,848,금속,2021,1,good,pos_content
499,지금 누구나 집에서 시작할 수 있는 금속공예 주얼리 은세공,63,다양하다수업 내용과 자세하다설명이 좋다살짝어렵다부분도 있다완성하고 나다 뿌듯하다그 자체이다ㅎㅎ,2021. 1. 2.,848,금속,2021,1,sorry,neg_content
500,지금 누구나 집에서 시작할 수 있는 금속공예 주얼리 은세공,63,기대하다만큼다양하다결과물을 만들다 있다 좋다설명도 디테일하다 ,2020. 12. 10.,848,금속,2020,12,good,pos_product
501,지금 누구나 집에서 시작할 수 있는 금속공예 주얼리 은세공,63,어렵다계속 영상두세번 반복하다 감이 좀잡히다 이 몇번으로 완벽하다선생님 손재주는 따르다 못하다 어느정도기본기가 잡히다 것같다끈기를 갖다 더열심히 해보다 그라고 어플 문제가 좀 았네요 아이패드로 강의 볼때 작동도 빠르다 안되다버벅 거리고 지금 띄어쓰기하다 때 왜 점이 붙다 관계자분들어플 관리 좀자다 부탁드리다,2020. 11. 29.,848,금속,2020,11,sorry,neg_content
502,지금 누구나 집에서 시작할 수 있는 금속공예 주얼리 은세공,63,차근차근중요하다사항들을 전문적으로 자다 알다 ,2021. 2. 10.,848,금속,2021,2,good,pos_content
503,지금 누구나 집에서 시작할 수 있는 금속공예 주얼리 은세공,63,과정의 순서와 영상의 동작들이 헷갈리다않다 자다 설명되어다 ,2021. 1. 17.,848,금속,2021,1,sorry,neg_content
504,지금 누구나 집에서 시작할 수 있는 금속공예 주얼리 은세공,63,쉬다 알다 자다 따르다 하다 있다,2020. 12. 19.,848,금속,2020,12,good,pos_etc_prefer
505,지금 누구나 집에서 시작할 수 있는 금속공예 주얼리 은세공,63,좋다만들다 주제 선정도 좋다 꼼꼼하다얘기해주다 좋다,2020. 12. 10.,848,금속,2020,12,good,pos_content
506,지금 누구나 집에서 시작할 수 있는 금속공예 주얼리 은세공,63,아주자세하다 섬세하다차근차근자다 알다 거같다,2020. 12. 9.,848,금속,2020,12,good,pos_content
507,지금 누구나 집에서 시작할 수 있는 금속공예 주얼리 은세공,63,자세하다설명이 너무 좋다,2021. 3. 2.,848,금속,2021,3,good,pos_content
508,지금 누구나 집에서 시작할 수 있는 금속공예 주얼리 은세공,63,질문하다 피드백이 빨리 오다 ,2021. 2. 6.,848,금속,2021,2,good,pos_content
510,지금 누구나 집에서 시작할 수 있는 금속공예 주얼리 은세공,63,쉬다 설명해주다 ,2020. 12. 12.,848,금속,2020,12,good,pos_content
513,지금 누구나 집에서 시작할 수 있는 금속공예 주얼리 은세공,63,자세하다설명이 좋다,2020. 12. 3.,848,금속,2020,12,good,pos_content
514,지금 누구나 집에서 시작할 수 있는 금속공예 주얼리 은세공,63,이해가 잘되다 쉬다 설명해주다 ,2020. 12. 2.,848,금속,2020,12,good,pos_content
556,투명한 레진 속 모든 것이 멈추는 마법 자몽몽의 레진공예레진아트,415,많다사람들의 생각을 이해하다 많다꿀팁과 설명을 해주다 것같다 좋다,2021. 2. 24.,3279,레진,2021,2,good,pos_content
557,투명한 레진 속 모든 것이 멈추는 마법 자몽몽의 레진공예레진아트,415,차근차근 진도 별로자다 따르다 갈다 수있다중간 중간요 약정리도 자다 되어다 있다연습하다 수있다파츠도 넉넉하다넣다 하다 아쉬움도 있다,2020. 8. 26.,3279,레진,2020,8,good,pos_content
558,투명한 레진 속 모든 것이 멈추는 마법 자몽몽의 레진공예레진아트,415,조금씩 한단계씩진행하다 전후로 요약하다 주시는 것은 좋다피드백이 안되다 아쉽다,2020. 8. 16.,3279,레진,2020,8,sorry,neg_content
559,투명한 레진 속 모든 것이 멈추는 마법 자몽몽의 레진공예레진아트,415,짧다단계 별로나누어지다 강의가 되어다 조금씩 진도와 함께 실습하다 좋다,2020. 8. 13.,3279,레진,2020,8,good,pos_content
561,투명한 레진 속 모든 것이 멈추는 마법 자몽몽의 레진공예레진아트,415,설명도 잘해주다 어떻다하다 하다 알게 되어다 너무 신나다준비물도 아직 안 도착하다 벌써부터 수업을 반이나 들다 버리다 ,2020. 4. 21.,3279,레진,2020,4,sorry,neg_material
562,투명한 레진 속 모든 것이 멈추는 마법 자몽몽의 레진공예레진아트,415,자주느리다다음채다 터로 바로넘어가다 안되다때가 있다버퍼링이 자주있다동영상의 일 시정지가 안 뜰때도 많다,2020. 2. 27.,3279,레진,2020,2,sorry,neg_video
563,투명한 레진 속 모든 것이 멈추는 마법 자몽몽의 레진공예레진아트,415,다양하다커리큘럼이 있다 좋다쉬다 따르다 하다 수있다 꼼꼼하다설명하다 주다 추천하다 ,2020. 2. 22.,3279,레진,2020,2,good,pos_content
564,투명한 레진 속 모든 것이 멈추는 마법 자몽몽의 레진공예레진아트,415,쉽다설명과 꿀팁으로 예쁘다악세사리를 만들다 법을 알다 너무 뿌듯하다기분이 좋다,2020. 1. 13.,3279,레진,2020,1,good,pos_content
566,형형색색 전통자수와 규방공예로 일상을 물들여요,37,평소 듣기어렵다전통 자수에 대해배우다 있다 좋다보자기도 만들다 보다 있다 좋다,2021. 2. 27.,1105,바느질/재봉,2021,2,sorry,neg_content
567,형형색색 전통자수와 규방공예로 일상을 물들여요,37,전통 자수 강의들다 있다 좋다조금만 더 세심하다 설명해주다 좋다슥니다 ,2021. 1. 5.,1105,바느질/재봉,2021,1,good,pos_content
568,형형색색 전통자수와 규방공예로 일상을 물들여요,37,잔통 자수 수업은 들다 있다곳이 별로없다이렇게 온라인 수업들다 있다 좋다여러가지생소하다재료와 방밥들을 알다 좋다선생님이 젊다자수 도안도 예쁘다,2021. 1. 2.,1105,바느질/재봉,2021,1,sorry,neg_material
569,형형색색 전통자수와 규방공예로 일상을 물들여요,37,다른곳에서 배우다 없다알다 ,2021. 5. 3.,1105,바느질/재봉,2021,5,good,pos_etc_prefer
570,형형색색 전통자수와 규방공예로 일상을 물들여요,37,차근차근따르다 하다 쉬다 설명하다 좋다,2021. 4. 27.,1105,바느질/재봉,2021,4,good,pos_content
571,형형색색 전통자수와 규방공예로 일상을 물들여요,37,자세하다설명과 시범이 자신감을 줍다 ,2021. 2. 12.,1105,바느질/재봉,2021,2,good,pos_content
572,형형색색 전통자수와 규방공예로 일상을 물들여요,37,자세하다설명과 그로인하다하나 하나씩늘다 완성 품이 뿌듯하다,2020. 12. 21.,1105,바느질/재봉,2020,12,good,pos_content
573,형형색색 전통자수와 규방공예로 일상을 물들여요,37,세다 설명하다 주다 따르다 쉽다,2020. 12. 14.,1105,바느질/재봉,2020,12,good,pos_content
604,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,정말 처음만들다 보다 사람도 하다 수있다만큼쉽다방법으로 알다 좋다,2020. 12. 5.,6018,금속,2020,12,sorry,neg_content
605,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,편안하다분위기에서 진행되다 수업이라 소재와도 자다 맞다 무엇보다 작가님드립력이 취향 저격,2020. 11. 29.,6018,금속,2020,11,sorry,neg_content
606,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,고유 선생님의 조 근 조 근 한따뜻하다말투와 종종 해주시는 티엠 아이 덕에 즐겁다수업듣다 있다진심으로 이렇다강의를 준비해주다 감사드리다 ,2020. 8. 19.,6018,금속,2020,8,good,pos_content
607,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,초보자도 쉬다 접근하다 있다금속 공예 클래스 클래스101의 주얼리 클래스 중에는 단연 최고라고 생각하다 재료도 쉬다 구하다 있다구 매처도 다 공개해주다 세상에 이렇다클래스없다쌤 본인의 노하우를 아낌없이 수강생들에게 알다 모습에 무한 감동을 느끼다 ,2020. 8. 4.,6018,금속,2020,8,sorry,neg_material
608,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,좋다 좋다루즈ㅋㅋㅋ묻히다 닦다 광나다 안쓰다 언제쓰다 버리다 하다 좋다활용 법이에요 ,2020. 7. 8.,6018,금속,2020,7,good,pos_etc_prefer
609,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,하나 하나꼼꼼하다알다 왕초보지만 주변인들까지 부러워하다 악세다서리를 만들다 팔다 며ㅋㅋㅋ,2020. 7. 8.,6018,금속,2020,7,good,pos_content
610,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,재밌다 좋다처음이라 당황도 하다 하다 하다 더 늘고 있다 같다마감 처리도 이제 나름깔끔하다 같다ㅎㅎ얼른 다음 수업들다 가다 ,2020. 6. 29.,6018,금속,2020,6,sorry,neg_content
611,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,아무것도 모르다 쥬얼리를 만들다 못하다 이 클래스는 쉬다 어느정도다양하다디자인의 쥬얼리를 만들다 수있다되어다 정말유익하다자재도 여러가지넣다 연습해보다 좋다기본적으로 배우다 내용으로 추가 부자 재따로 구입하다 더다양하다만들다 볼 수있다것같다 좋다,2020. 6. 8.,6018,금속,2020,6,good,pos_product
612,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,꾸미다 않다 고유의 수업 방식 혼자배우다 외롭다않다 고유의 유머만나다 보고프다하다 사람 고유 음 생각에 잠기네 ㅇㅇ말의 속도요 좀빠르다샘이 ㅋ그리다 카메라가 자다 안보이다 때가 있다 같다몬지 지금 생각은 안나지만 은선 감을 때인가 손에가 려안보이다 같다다음에 하다 때 조금만 신경쓰다 심좋다 같다모 다른게 완벽하다 상관없다요멋지다심다 ,2020. 5. 4.,6018,금속,2020,5,sorry,neg_video
613,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,첨에 부재 재가 제대로 오지않다 좀실망하다수업은 재미있다자다 따르다 하다 수있다설명되어다 있다 좋다,2020. 5. 4.,6018,금속,2020,5,good,pos_content
614,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,정말아무것도 모르다 초보자도 이해가 쉬다 차분하다 명랑하다톤으로 설명 해주시고 가끔씩tmi로웃기다 왠지 친근감이 느껴지다 강의가 지루하다않다 질문이나 과제 물에도 항상빠르다피드백 해주시고 칭찬요 정이 셔서 더열심히 하다 되다 것같다,2020. 4. 28.,6018,금속,2020,4,sorry,neg_content
615,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,톱질배우다 첫번째강의에 톱질하다 영상이 생각보다 기다 같다하지만역시 초보자에게 필요하다지식과 당황하다 한상황들을 자다 설명해주다 좋다,2020. 3. 1.,6018,금속,2020,3,good,pos_content
616,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,재미있다수업이 이다 작다하나만들다 만족도가 높다고유님의 수업 방식도 너무 솔직하다꾸밈없다 자연스럽다 편안하다,2020. 2. 29.,6018,금속,2020,2,sorry,neg_content
617,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,너무 재미있다하다 작품안들다 낼때마다 뿌듯하다어디에서도 보다 없다나만의 쥬얼리가 생기다 완전 강추하다,2020. 2. 28.,6018,금속,2020,2,good,pos_product
618,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,의식의 흐름대로 가끔 말하다 그게너무 친근하다웃기다 그리고그냥 말씀 드릴 것도 없이 고유님다자인이 제 스타일이라 지금만들다 너무 설레다 예쁘다감사하다 ,2020. 2. 18.,6018,금속,2020,2,good,pos_product
619,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,여러가지 패턴들을 만들다 활용하다 팁들이 아주유용하다만들어지다 부자 재가 아니다나만의 디자인을 하다 있다 좋다고유님의 진행 모습이 아주자연스럽다혼자 중얼 중얼 아주재미있다다른 강의 오픈하다 또 수강하고 싶다 ,2020. 2. 16.,6018,금속,2020,2,good,pos_product
620,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,라이브도 좋다ㅡ선생님 목소리도 좋다ㅡ수업내용도좋다ㅡ다음에 공방꼭갈다 ,2020. 2. 6.,6018,금속,2020,2,sorry,neg_content
621,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,일단 여자분이라서 설명도 부드럽다작업장가다 배우다 보다 제가 모르다 팁들도 알다 너무 좋다ㅠㅜ재료빨리 오다 좋다ㅠㅜ,2020. 2. 4.,6018,금속,2020,2,good,pos_content
622,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,직접가보다 않다 알다 없다검색하다 자다 안나오다 꿀팁들덕에 든든하다감사하다 ,2020. 1. 13.,6018,금속,2020,1,sorry,neg_content
623,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,인터넷으로 들다 수있다시간과 장소에 구애받다 않다 너무 좋다ㅠㅠㅠ,2019. 11. 12.,6018,금속,2019,11,good,pos_etc_prefer
624,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,디자인이 일괄적이지 않다 독특하다 좋다제가 다양하다걸 시도 해 볼 수있다수업이라 더좋다,2019. 11. 2.,6018,금속,2019,11,good,pos_product
625,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,강의가 알차다설명도 잘해주다 준비물도 신경써다 구 성 한듯하다 만들다 결과물도 세련되다 예쁘다만족,2019. 9. 7.,6018,금속,2019,9,good,pos_product
626,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,수업 종료에 임박하다 급하다몰다 보다 만들기하다 있다 유익하다 재미있다,2019. 9. 1.,6018,금속,2019,9,sorry,neg_content
627,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,쥬얼리만 들어가다 정도즐겁다 좋다또 실용적인 꿀템을 알다 감사하다 ,2019. 8. 8.,6018,금속,2019,8,good,pos_content
628,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,재밌다슥 슥쉽다내용으로 흥미 뿜뿜입니다 추가로 열쇠고리라 던지다 원석을 구매하다 더많이 만들다 보다 ,2019. 7. 30.,6018,금속,2019,7,good,pos_content
629,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,다양하다부자 재 연결 방법알다 활용하다 수있다것같다 작다부자 재들이 많다조금 더 클로즈업하다 촬영해주다 좋다,2019. 7. 21.,6018,금속,2019,7,sorry,neg_content
630,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,누구나 쉬다 따르다 하다 수있다 고급스럽다 우아하다퀄리티의 주얼리도 동시에 만들다 수있다,2019. 7. 20.,6018,금속,2019,7,good,pos_product
631,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,안녕하다선생님 오늘 수업자다 들다 다 듣다 후기남기다 있다사실 전 금속 공예 전공을 나오다 대학 졸작까지 마무리하고 졸업 한지 이제일년반인데 졸업 후 전공이 아니다 새롭다일을 하다 생활 속에서 잊다 두다 은공 예를 학업이 아니다취미로 다시 접해보다 강의를 수강하다 저한텐나르다 위한 실버 제품을 만들기보단 졸작 때의 힘들다고되다 금속 작업이 기억에 선명하다남아서 다시 맘먹다 혼자 취미로 시작하다 심적으로 부담이 되다 일하다 힐링 겸하다 취미 또한 힘이 들다 어쩌지 하다 걱정이다 그런데이렇게 입문 클래스로 비교적가볍다마음으로 다시 접하다 수있다되어다 정말 기대가 되어다 첫수업 언제뜨다 꼬박기다리다 열두시되다 십분 전부터 대기타다 ㅎㅎㅎ열두시딱 되다 누르다 딱 클래스가 뜨다 되게 설레다첫 수업을 듣다 나서다 소감은 듣기편안하다분위기도 딱딱하다않다 둥글다느낌이 정말 취미로 즐기다 생각이 들어서다 그게좋다오늘 예상 밖으로 일을 느끼다 마치다 영상을 보다 따르다 만들다 못하다 일하다 쉬다 때 틈틈이 수업을 보다 얼른만들다 지다 담 강의도 기대하다,2019. 7. 19.,6018,금속,2019,7,sorry,neg_material
632,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,내가 좋아하다스타일로 직접만들다 보다 있다 좋다거같다,2021. 3. 27.,6018,금속,2021,3,good,pos_product
633,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,설명도 친절하다응용 법도알다 좋다,2020. 12. 30.,6018,금속,2020,12,good,pos_content
634,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,자세하다 다양하다알다 좋다ㅎㅎ,2020. 12. 17.,6018,금속,2020,12,good,pos_content
635,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,자세하다자다 알다 말씀이 재미있다,2020. 12. 16.,6018,금속,2020,12,good,pos_content
637,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,세척 액으로 하다 말고 다른 세척 팁을 알게 되다 좋다,2020. 9. 9.,6018,금속,2020,9,good,pos_content
638,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,첨 도전하다 거라 색다르다 힘들다 좋다ㅋ,2020. 8. 28.,6018,금속,2020,8,good,pos_etc_prefer
639,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,선생님의 차분하다강의와 자연스럽다움이 좋다ㅎㅎ,2020. 8. 18.,6018,금속,2020,8,good,pos_content
640,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,자세하다설명과 다양하다결과물이 나오다 점이 만족스럽다,2020. 8. 17.,6018,금속,2020,8,good,pos_product
641,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,다양하다부자 재로 간단하다귀걸이만들다 강의가 좋다,2020. 7. 6.,6018,금속,2020,7,good,pos_content
642,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,하나 하나 기초를 차근차근배우다 아주좋다,2020. 6. 29.,6018,금속,2020,6,good,pos_content
643,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,자세하다설명 해주시고 재밌다설명해주다 좋다 즐겁다배우다 ,2020. 5. 13.,6018,금속,2020,5,good,pos_content
644,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,설명이 너무 친근하다디테 일해서 좋다,2020. 5. 12.,6018,금속,2020,5,good,pos_content
645,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,다양하다부자 재로 자유롭다만들다 방법을 자세하다알 수있다,2020. 4. 28.,6018,금속,2020,4,sorry,neg_content
646,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,차근차근 설명해주다 따르다 만들기좋다,2020. 4. 22.,6018,금속,2020,4,good,pos_content
647,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,자세하다 친절하다설명 덕분에 어려움없이 쉬다 따르다 하다 좋다,2020. 4. 13.,6018,금속,2020,4,good,pos_content
648,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,상세한 설명도 좋다금속 공예까지 배우다 수있다점이 가장좋다,2020. 1. 19.,6018,금속,2020,1,good,pos_content
649,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,차분하다 친절하다설명이 쏙쏙들어오다 ,2020. 1. 13.,6018,금속,2020,1,good,pos_content
650,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,자세하다설명 덕분에 자다 배우다 있다,2020. 1. 5.,6018,금속,2020,1,good,pos_content
651,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,자세하다설명과 수업 노트도 자다 적히다 좋다습니당다 ,2020. 1. 3.,6018,금속,2020,1,good,pos_content
652,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,유용하다방법까지 알다 좋다,2019. 12. 27.,6018,금속,2019,12,good,pos_etc_prefer
653,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,상세하다 친절하다설명자다 해주다 쉬다 배우다 ,2019. 11. 21.,6018,금속,2019,11,good,pos_content
654,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,나에게 맞다 크다 스텀하다 쓸다 너무 좋다,2019. 11. 14.,6018,금속,2019,11,good,pos_etc_prefer
655,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,설명도 자세하다 재밌다설명해주다 지루하다않다 ,2019. 9. 21.,6018,금속,2019,9,good,pos_content
656,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,단계 별로 하나 하나 터득하다 나가다 과정이 차다 뿌듯하다 좋다,2019. 8. 27.,6018,금속,2019,8,good,pos_etc_prefer
657,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,고유님어무 매력적이에요 하나 하나 완성하다 나가다 때마다 너무 뿌듯하다,2019. 8. 27.,6018,금속,2019,8,good,pos_etc_prefer
658,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,설명도 쉬다 잘해주다 중간 중간 팁도 알다 좋다ㅎㅎ,2019. 8. 25.,6018,금속,2019,8,good,pos_content
659,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,따르다 보다 금새뚝딱하고 만들어지다 ,2019. 8. 21.,6018,금속,2019,8,good,pos_etc_prefer
660,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,설명이 자세하다쉬다 이해되다 좋다습니당다 ,2019. 8. 19.,6018,금속,2019,8,good,pos_content
661,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,상세하다 친근감있다설명해주다 좋다,2019. 8. 17.,6018,금속,2019,8,good,pos_content
662,주얼리 디자이너에게 배우는 감각적인 실버주얼리 공예,471,선생님께서 차근차근 설명을 자다 해주다 곧자다 따라가다 수있다,2019. 8. 17.,6018,금속,2019,8,good,pos_content
664,퇴근 후 만나는 나의 가죽 공방 가죽공예 기초부터 완성까지,925,자상하다자다 설명해주다 나긋나긋하다목소리근데 검정색에 검정 실로 설명해주다 데 화면상으로는 자다 눈에 안들어오다 함차다 들이다 보다 땀 모양이 ,2021. 3. 8.,8580,가죽,2021,3,sorry,neg_content
665,퇴근 후 만나는 나의 가죽 공방 가죽공예 기초부터 완성까지,925,일단 준비물을 꼼꼼하다다 챙기다 입문 자도가볍다시작하다 수있다것같다가죽 칼쓰다 아직도 엉성하지만 초보자도 쉬다 따르다 하다 수있다구성으로 연습하다 조금씩 조금씩 따르다 하다 수있다 좋다것같다,2021. 3. 1.,8580,가죽,2021,3,sorry,neg_material
667,퇴근 후 만나는 나의 가죽 공방 가죽공예 기초부터 완성까지,925,꼼꼼하다설명과 유의사항이 쏙쏙들어오다 같다강의 다시 반복하다 들다 더좋다,2021. 1. 20.,8580,가죽,2021,1,good,pos_content
668,퇴근 후 만나는 나의 가죽 공방 가죽공예 기초부터 완성까지,925,아직 키트가 오기 전이라 미리 수업을 들다 보다 하다 너무 재밌다벌써채다 터4까지 들다 버리다 ㅎㅎ키드오다 복습하다 차원에서 다시들다 하다 넘다 재밌다,2021. 1. 16.,8580,가죽,2021,1,sorry,neg_content
669,퇴근 후 만나는 나의 가죽 공방 가죽공예 기초부터 완성까지,925,짧다영상으로 친절하다세다 가르치다 퇴근 후에 취미배우다 걸로 정말좋다빨리 완강하고 싶다 정도로 내용도 좋다재미도 있다,2021. 1. 16.,8580,가죽,2021,1,good,pos_content
670,퇴근 후 만나는 나의 가죽 공방 가죽공예 기초부터 완성까지,925,평소 관심만 있다쉬다 접근하다 못하다 가죽공예를 시작하다 크다 도움이 되어다 ,2021. 1. 15.,8580,가죽,2021,1,good,pos_etc_prefer
671,퇴근 후 만나는 나의 가죽 공방 가죽공예 기초부터 완성까지,925,너무 상세히 잘알다 취미로 아니다다른 방향으로도 생각해보다 좋다수업이다 마지막까지 정성을 보여주다 정말좋다수업이다 ,2021. 1. 11.,8580,가죽,2021,1,good,pos_content
672,퇴근 후 만나는 나의 가죽 공방 가죽공예 기초부터 완성까지,925,실습은 그래도 실물은 만지고하다 이해가 되다 이론 설명 부분은 좀 설명이 부족하다 같다,2021. 1. 11.,8580,가죽,2021,1,sorry,neg_content
673,퇴근 후 만나는 나의 가죽 공방 가죽공예 기초부터 완성까지,925,설명은 자다 하다 ㅡ쫌아쉽다본드 경화 시간이나 바닥에 매트 때문에 자다 안보이다 정도ㅋ,2021. 1. 1.,8580,가죽,2021,1,sorry,neg_content
